id,height,area,date,camera
cq0076.00-3,99,1281,20160720,side1
cq0076.00-4,86,1146,20160720,side1
cq0076.00-5,94,1106,20160720,side1
cq0076.00-6,65,884,20160720,side1
cq0078.00-1,52,519,20160720,side1
cq0078.00-2,83,486,20160720,side1
cq0078.00-3,58,842,20160720,side1
cq0078.00-4,69,1730,20160720,side1
cq0078.00-5,58,1013,20160720,side1
cq0078.00-6,93,1372,20160720,side1
cq0079.00-1,73,1432,20160720,side1
cq0079.00-2,69,1062,20160720,side1
cq0079.00-3,NA,NA,20160720,side1
cq0079.00-4,82,1914,20160720,side1
cq0079.00-5,73,1692,20160720,side1
cq0079.00-6,72,1928,20160720,side1
cq0080.00-1,52,812,20160720,side1
cq0080.00-2,88,1514,20160720,side1
cq0080.00-3,57,1064,20160720,side1
cq0080.00-4,78,1323,20160720,side1
cq0080.00-5,101,1457,20160720,side1
cq0080.00-6,85,1277,20160720,side1
cq0081.00-2,NA,NA,20160720,side1
cq0081.00-3,87,1273,20160720,side1
cq0081.00-4,NA,NA,20160720,side1
cq0081.00-5,NA,NA,20160720,side1
cq0081.00-6,NA,NA,20160720,side1
cq0082.00-1,NA,NA,20160720,side1
cq0082.00-3,NA,NA,20160720,side1
cq0082.00-4,NA,NA,20160720,side1
cq0082.00-5,119,1552,20160720,side1
cq0082.00-6,104,2352,20160720,side1
cq0083.00-1,32,690,20160720,side1
cq0083.00-3,63,832,20160720,side1
cq0083.00-5,54,574,20160720,side1
cq0083.00-6,24,68,20160720,side1
cq0085.00-2,56,675,20160720,side1
cq0085.00-3,40,243,20160720,side1
cq0085.00-4,79,924,20160720,side1
cq0085.00-6,64,772,20160720,side1
cq0086.00-1,105,1503,20160720,side1
cq0086.00-2,76,967,20160720,side1
cq0086.00-3,23,235,20160720,side1
cq0086.00-4,98,760,20160720,side1
cq0086.00-5,71,2704,20160720,side1
cq0086.00-6,19,173,20160720,side1
cq0088.00-1,98,665,20160720,side1
cq0088.00-2,102,1408,20160720,side1
cq0088.00-3,106,3901,20160720,side1
cq0088.00-4,7,21,20160720,side1
cq0088.00-5,120,1375,20160720,side1
cq0088.00-6,78,1201,20160720,side1
cq0092.00-3,53,700,20160720,side1
cq0113.00-1,58,1430,20160720,side1
cq0113.00-2,50,1657,20160720,side1
cq0113.00-3,59,920,20160720,side1
cq0113.00-4,52,2005,20160720,side1
cq0113.00-5,61,263,20160720,side1
cq0113.00-6,45,148,20160720,side1
cq0127.00-2,81,886,20160720,side1
cq0127.00-3,48,867,20160720,side1
cq0127.00-6,89,804,20160720,side1
cq0129.00-1,44,1574,20160720,side1
cq0129.00-3,67,837,20160720,side1
cq0129.00-5,38,521,20160720,side1
cq0137.00-1,13,112,20160720,side1
cq0137.00-2,72,928,20160720,side1
cq0137.00-3,38,758,20160720,side1
cq0137.00-4,52,1197,20160720,side1
cq0137.00-5,35,606,20160720,side1
cq0137.00-6,60,2057,20160720,side1
cq0148.00-1,86,1973,20160720,side1
cq0148.00-3,54,427,20160720,side1
cq0148.00-6,79,897,20160720,side1
cq0150.00-1,73,601,20160720,side1
cq0150.00-2,91,1555,20160720,side1
cq0150.00-3,56,1772,20160720,side1
cq0150.00-4,80,18,20160720,side1
cq0150.00-5,73,967,20160720,side1
cq0150.00-6,93,1594,20160720,side1
cq0186.00-1,67,787,20160720,side1
cq0186.00-2,38,428,20160720,side1
cq0186.00-4,58,825,20160720,side1
cq0186.00-5,32,201,20160720,side1
cq0186.00-6,26,332,20160720,side1
cq0190.00-1,53,762,20160720,side1
cq0190.00-2,38,332,20160720,side1
cq0190.00-3,53,1234,20160720,side1
cq0190.00-4,60,1472,20160720,side1
cq0190.00-5,66,1480,20160720,side1
cq0190.00-6,54,949,20160720,side1
cq0193.00-2,62,887,20160720,side1
cq0193.00-3,54,546,20160720,side1
cq0193.00-4,62,538,20160720,side1
cq0193.00-5,64,1078,20160720,side1
cq0193.00-6,51,836,20160720,side1
cq0205.00-2,52,1516,20160720,side1
cq0205.00-3,97,1158,20160720,side1
cq0205.00-4,45,415,20160720,side1
cq0205.00-5,74,749,20160720,side1
cq0205.00-6,84,741,20160720,side1
cq0212.00-2,38,532,20160720,side1
cq0216.00-1,55,799,20160720,side1
cq0216.00-2,46,553,20160720,side1
cq0216.00-4,62,827,20160720,side1
cq0216.00-5,103,808,20160720,side1
cq0218.00-1,51,937,20160720,side1
cq0218.00-2,63,857,20160720,side1
cq0218.00-4,32,163,20160720,side1
cq0218.00-5,45,764,20160720,side1
cq0218.00-6,54,998,20160720,side1
cq0229.00-1,11,70,20160720,side1
cq0229.00-3,51,553,20160720,side1
cq0229.00-4,14,82,20160720,side1
cq0229.00-6,22,228,20160720,side1
cq0230.00-3,57,593,20160720,side1
cq0230.00-5,41,399,20160720,side1
cq0243.00-2,83,1042,20160720,side1
cq0243.00-5,87,602,20160720,side1
cq0248.00-1,NA,NA,20160720,side1
cq0248.00-2,NA,NA,20160720,side1
cq0248.00-3,NA,NA,20160720,side1
cq0248.00-4,NA,NA,20160720,side1
cq0248.00-5,NA,NA,20160720,side1
cq0252.00-1,59,1257,20160720,side1
cq0252.00-2,89,1809,20160720,side1
cq0252.00-4,60,813,20160720,side1
cq0252.00-5,11,58,20160720,side1
cq0252.00-6,64,1190,20160720,side1
cq0278.00-1,51,573,20160720,side1
cq0278.00-2,45,296,20160720,side1
cq0278.00-5,12,122,20160720,side1
cq0295.00-2,52,1739,20160720,side1
cq0295.00-4,49,279,20160720,side1
cq0295.00-5,47,1239,20160720,side1
cq0305.00-1,92,1688,20160720,side1
cq0305.00-2,87,672,20160720,side1
cq0305.00-3,18,109,20160720,side1
cq0305.00-4,61,1203,20160720,side1
cq0305.00-5,75,1767,20160720,side1
cq0305.00-6,6,28,20160720,side1
cq0329.00-1,105,1058,20160720,side1
cq0329.00-2,100,1739,20160720,side1
cq0329.00-3,95,1624,20160720,side1
cq0329.00-4,97,1484,20160720,side1
cq0329.00-5,67,958,20160720,side1
cq0329.00-6,96,1116,20160720,side1
cq0330.00-1,15,76,20160720,side1
cq0330.00-2,111,2380,20160720,side1
cq0330.00-3,103,824,20160720,side1
cq0330.00-5,102,1254,20160720,side1
cq0330.00-6,91,1675,20160720,side1
cq0331.00-4,12,95,20160720,side1
cq0333.00-1,87,1804,20160720,side1
cq0333.00-2,111,1391,20160720,side1
cq0333.00-3,99,995,20160720,side1
cq0333.00-4,66,1051,20160720,side1
cq0333.00-5,126,1655,20160720,side1
cq0333.00-6,83,1123,20160720,side1
cq0334.00-1,80,1053,20160720,side1
cq0334.00-2,24,1919,20160720,side1
cq0334.00-3,45,1422,20160720,side1
cq0334.00-4,76,926,20160720,side1
cq0334.00-5,NA,NA,20160720,side1
cq0334.00-6,NA,NA,20160720,side1
cq0335.00-1,NA,NA,20160720,side1
cq0335.00-2,NA,NA,20160720,side1
cq0335.00-3,NA,NA,20160720,side1
cq0335.00-4,NA,NA,20160720,side1
cq0335.00-5,NA,NA,20160720,side1
cq0335.00-6,NA,NA,20160720,side1
cq0336.00-2,NA,NA,20160720,side1
cq0336.00-5,NA,NA,20160720,side1
cq0336.00-6,NA,NA,20160720,side1
cq0388.00-1,58,2416,20160720,side1
cq0388.00-2,124,1869,20160720,side1
cq0388.00-3,126,2079,20160720,side1
cq0388.00-4,81,3064,20160720,side1
cq0388.00-5,133,1894,20160720,side1
cq0388.00-6,80,1454,20160720,side1
cq0002.00-1,114,1832,20160722,side1
cq0002.00-2,43,336,20160722,side1
cq0002.00-3,106,2924,20160722,side1
cq0002.00-4,93,1803,20160722,side1
cq0002.00-5,85,1296,20160722,side1
cq0002.00-6,114,1720,20160722,side1
cq0031.00-1,84,556,20160722,side1
cq0031.00-4,70,793,20160722,side1
cq0031.00-6,51,275,20160722,side1
cq0049.00-3,98,1758,20160722,side1
cq0049.00-6,10,40,20160722,side1
cq0055.00-2,30,199,20160722,side1
cq0055.00-3,33,297,20160722,side1
cq0055.00-4,17,149,20160722,side1
cq0056.00-1,32,761,20160722,side1
cq0056.00-2,78,1956,20160722,side1
cq0056.00-3,62,1206,20160722,side1
cq0056.00-4,76,1091,20160722,side1
cq0056.00-5,65,956,20160722,side1
cq0056.00-6,85,2171,20160722,side1
cq0058.00-1,61,807,20160722,side1
cq0058.00-2,89,1550,20160722,side1
cq0058.00-3,88,2419,20160722,side1
cq0058.00-4,109,1285,20160722,side1
cq0058.00-5,101,902,20160722,side1
cq0058.00-6,88,1027,20160722,side1
cq0065.00-1,112,2933,20160722,side1
cq0065.00-2,65,680,20160722,side1
cq0065.00-3,108,2123,20160722,side1
cq0065.00-4,90,1560,20160722,side1
cq0065.00-5,84,2188,20160722,side1
cq0065.00-6,56,925,20160722,side1
cq0074.00-1,67,966,20160722,side1
cq0074.00-2,65,1307,20160722,side1
cq0074.00-3,45,1010,20160722,side1
cq0074.00-4,51,1095,20160722,side1
cq0074.00-5,72,955,20160722,side1
cq0074.00-6,97,2038,20160722,side1
cq0076.00-1,45,1080,20160722,side1
cq0076.00-2,84,1384,20160722,side1
cq0076.00-3,83,1581,20160722,side1
cq0076.00-4,70,1966,20160722,side1
cq0076.00-5,84,2625,20160722,side1
cq0076.00-6,80,1394,20160722,side1
cq0078.00-1,66,2672,20160722,side1
cq0078.00-2,71,529,20160722,side1
cq0078.00-3,85,2245,20160722,side1
cq0078.00-4,87,2238,20160722,side1
cq0078.00-5,53,1929,20160722,side1
cq0078.00-6,66,1028,20160722,side1
cq0079.00-1,87,4105,20160722,side1
cq0079.00-2,81,1891,20160722,side1
cq0079.00-3,37,759,20160722,side1
cq0079.00-4,69,1682,20160722,side1
cq0079.00-5,75,2349,20160722,side1
cq0079.00-6,94,3031,20160722,side1
cq0080.00-1,97,1650,20160722,side1
cq0080.00-2,103,2340,20160722,side1
cq0080.00-3,90,1672,20160722,side1
cq0080.00-4,105,2168,20160722,side1
cq0080.00-5,125,2486,20160722,side1
cq0080.00-6,117,2637,20160722,side1
cq0081.00-2,55,281,20160722,side1
cq0081.00-3,96,2127,20160722,side1
cq0081.00-4,73,2551,20160722,side1
cq0081.00-5,89,1546,20160722,side1
cq0081.00-6,45,964,20160722,side1
cq0082.00-1,136,3399,20160722,side1
cq0082.00-3,87,1048,20160722,side1
cq0082.00-4,148,3147,20160722,side1
cq0082.00-5,85,3287,20160722,side1
cq0082.00-6,143,3241,20160722,side1
cq0083.00-1,55,680,20160722,side1
cq0083.00-3,82,2068,20160722,side1
cq0083.00-5,75,1927,20160722,side1
cq0083.00-6,25,368,20160722,side1
cq0085.00-2,62,1158,20160722,side1
cq0085.00-3,23,252,20160722,side1
cq0085.00-4,71,1454,20160722,side1
cq0085.00-6,121,1967,20160722,side1
cq0086.00-1,125,2463,20160722,side1
cq0086.00-2,75,1389,20160722,side1
cq0086.00-3,30,572,20160722,side1
cq0086.00-4,107,1802,20160722,side1
cq0086.00-5,77,1640,20160722,side1
cq0086.00-6,27,492,20160722,side1
cq0088.00-1,84,1332,20160722,side1
cq0088.00-2,56,1486,20160722,side1
cq0088.00-3,104,2833,20160722,side1
cq0088.00-4,16,68,20160722,side1
cq0088.00-5,120,2584,20160722,side1
cq0088.00-6,112,1951,20160722,side1
cq0092.00-3,53,1217,20160722,side1
cq0113.00-1,46,2569,20160722,side1
cq0113.00-2,56,2488,20160722,side1
cq0113.00-3,45,848,20160722,side1
cq0113.00-4,23,2482,20160722,side1
cq0113.00-5,63,555,20160722,side1
cq0113.00-6,19,114,20160722,side1
cq0127.00-2,70,1537,20160722,side1
cq0127.00-3,94,1887,20160722,side1
cq0127.00-6,94,1942,20160722,side1
cq0129.00-1,58,2152,20160722,side1
cq0129.00-3,61,1420,20160722,side1
cq0129.00-5,33,726,20160722,side1
cq0137.00-1,15,274,20160722,side1
cq0137.00-2,96,1438,20160722,side1
cq0137.00-3,52,2491,20160722,side1
cq0137.00-4,48,1256,20160722,side1
cq0137.00-5,59,1008,20160722,side1
cq0137.00-6,92,1548,20160722,side1
cq0148.00-1,68,1529,20160722,side1
cq0148.00-3,34,304,20160722,side1
cq0148.00-6,88,1863,20160722,side1
cq0150.00-1,68,1347,20160722,side1
cq0150.00-2,103,3399,20160722,side1
cq0150.00-3,59,4307,20160722,side1
cq0150.00-4,10,44,20160722,side1
cq0150.00-5,87,1705,20160722,side1
cq0150.00-6,96,2551,20160722,side1
cq0186.00-1,65,1335,20160722,side1
cq0186.00-2,70,717,20160722,side1
cq0186.00-4,48,1207,20160722,side1
cq0186.00-5,36,345,20160722,side1
cq0186.00-6,58,1603,20160722,side1
cq0190.00-1,62,682,20160722,side1
cq0190.00-2,12,116,20160722,side1
cq0190.00-3,47,754,20160722,side1
cq0190.00-4,52,924,20160722,side1
cq0190.00-5,75,1065,20160722,side1
cq0190.00-6,60,933,20160722,side1
cq0193.00-2,95,1084,20160722,side1
cq0193.00-3,48,633,20160722,side1
cq0193.00-4,71,1201,20160722,side1
cq0193.00-5,97,1403,20160722,side1
cq0193.00-6,56,1356,20160722,side1
cq0205.00-2,100,1808,20160722,side1
cq0205.00-3,101,2118,20160722,side1
cq0205.00-4,43,467,20160722,side1
cq0205.00-5,61,950,20160722,side1
cq0205.00-6,97,4013,20160722,side1
cq0212.00-2,38,429,20160722,side1
cq0216.00-1,87,1140,20160722,side1
cq0216.00-2,71,925,20160722,side1
cq0216.00-4,61,1115,20160722,side1
cq0216.00-5,70,702,20160722,side1
cq0218.00-1,76,840,20160722,side1
cq0218.00-2,67,888,20160722,side1
cq0218.00-4,27,1037,20160722,side1
cq0218.00-5,59,580,20160722,side1
cq0218.00-6,70,1136,20160722,side1
cq0229.00-1,9,28,20160722,side1
cq0229.00-3,52,450,20160722,side1
cq0229.00-4,23,327,20160722,side1
cq0229.00-6,49,1164,20160722,side1
cq0230.00-3,77,1135,20160722,side1
cq0230.00-5,60,1348,20160722,side1
cq0243.00-2,79,1400,20160722,side1
cq0243.00-5,50,781,20160722,side1
cq0248.00-1,89,872,20160722,side1
cq0248.00-2,91,1464,20160722,side1
cq0248.00-3,101,1857,20160722,side1
cq0248.00-4,70,2030,20160722,side1
cq0248.00-5,81,1168,20160722,side1
cq0252.00-1,66,935,20160722,side1
cq0252.00-2,69,1803,20160722,side1
cq0252.00-4,103,2136,20160722,side1
cq0252.00-5,13,123,20160722,side1
cq0252.00-6,86,2775,20160722,side1
cq0278.00-1,50,620,20160722,side1
cq0278.00-2,68,598,20160722,side1
cq0278.00-5,28,368,20160722,side1
cq0295.00-2,89,3072,20160722,side1
cq0295.00-4,24,255,20160722,side1
cq0295.00-5,34,1307,20160722,side1
cq0305.00-1,77,1420,20160722,side1
cq0305.00-2,92,1114,20160722,side1
cq0305.00-3,15,188,20160722,side1
cq0305.00-4,54,1207,20160722,side1
cq0305.00-5,89,1311,20160722,side1
cq0305.00-6,12,163,20160722,side1
cq0329.00-1,119,2790,20160722,side1
cq0329.00-2,90,3302,20160722,side1
cq0329.00-3,128,3137,20160722,side1
cq0329.00-4,118,4018,20160722,side1
cq0329.00-5,87,2922,20160722,side1
cq0329.00-6,106,2042,20160722,side1
cq0330.00-1,37,275,20160722,side1
cq0330.00-2,137,2104,20160722,side1
cq0330.00-3,87,1335,20160722,side1
cq0330.00-5,109,1995,20160722,side1
cq0330.00-6,115,1213,20160722,side1
cq0331.00-4,26,469,20160722,side1
cq0333.00-1,89,1982,20160722,side1
cq0333.00-2,133,2399,20160722,side1
cq0333.00-3,107,2044,20160722,side1
cq0333.00-4,93,1537,20160722,side1
cq0333.00-5,131,1058,20160722,side1
cq0333.00-6,106,1348,20160722,side1
cq0334.00-1,66,1788,20160722,side1
cq0334.00-2,57,3671,20160722,side1
cq0334.00-3,46,1983,20160722,side1
cq0334.00-4,87,2149,20160722,side1
cq0334.00-5,116,1882,20160722,side1
cq0334.00-6,99,1683,20160722,side1
cq0335.00-1,40,961,20160722,side1
cq0335.00-2,55,1761,20160722,side1
cq0335.00-3,88,1494,20160722,side1
cq0335.00-4,97,1730,20160722,side1
cq0335.00-5,75,1112,20160722,side1
cq0335.00-6,76,1520,20160722,side1
cq0336.00-2,133,1936,20160722,side1
cq0336.00-5,82,1299,20160722,side1
cq0336.00-6,115,3069,20160722,side1
cq0388.00-1,115,1762,20160722,side1
cq0388.00-2,116,2174,20160722,side1
cq0388.00-3,138,2190,20160722,side1
cq0388.00-4,132,2260,20160722,side1
cq0388.00-5,156,2817,20160722,side1
cq0388.00-6,101,2759,20160722,side1
cq0002.00-1,190,6493,20160725,side1
cq0002.00-2,84,2407,20160725,side1
cq0002.00-3,158,7686,20160725,side1
cq0002.00-4,146,5119,20160725,side1
cq0002.00-5,157,6276,20160725,side1
cq0002.00-6,164,5521,20160725,side1
cq0031.00-1,132,1725,20160725,side1
cq0031.00-4,134,3119,20160725,side1
cq0031.00-6,81,1784,20160725,side1
cq0049.00-3,152,5696,20160725,side1
cq0049.00-6,8,98,20160725,side1
cq0055.00-2,62,3271,20160725,side1
cq0055.00-3,55,648,20160725,side1
cq0055.00-4,53,740,20160725,side1
cq0056.00-1,59,1164,20160725,side1
cq0056.00-2,88,2444,20160725,side1
cq0056.00-3,47,2283,20160725,side1
cq0056.00-4,113,2365,20160725,side1
cq0056.00-5,56,2411,20160725,side1
