id,height,area,date,camera
cq0305.00-6,76,2200,20160729,side1
cq0329.00-1,310,20966,20160729,side1
cq0329.00-2,262,11632,20160729,side1
cq0329.00-3,348,27915,20160729,side1
cq0329.00-4,240,11538,20160729,side1
cq0329.00-5,237,18791,20160729,side1
cq0329.00-6,273,13304,20160729,side1
cq0330.00-1,62,7212,20160729,side1
cq0330.00-2,236,20465,20160729,side1
cq0330.00-3,199,15642,20160729,side1
cq0330.00-5,51,8826,20160729,side1
cq0330.00-6,206,9447,20160729,side1
cq0331.00-4,47,2516,20160729,side1
cq0333.00-1,255,16453,20160729,side1
cq0333.00-2,304,17987,20160729,side1
cq0333.00-3,253,11560,20160729,side1
cq0333.00-4,158,13532,20160729,side1
cq0333.00-5,212,10359,20160729,side1
cq0333.00-6,308,12262,20160729,side1
cq0334.00-1,150,6439,20160729,side1
cq0334.00-2,169,13059,20160729,side1
cq0334.00-3,203,15732,20160729,side1
cq0334.00-4,184,14672,20160729,side1
cq0334.00-5,212,18649,20160729,side1
cq0334.00-6,181,9387,20160729,side1
cq0335.00-1,43,5018,20160729,side1
cq0335.00-2,53,2404,20160729,side1
cq0335.00-3,147,12129,20160729,side1
cq0335.00-4,156,16360,20160729,side1
cq0335.00-5,190,9382,20160729,side1
cq0335.00-6,93,6679,20160729,side1
cq0336.00-2,198,8833,20160729,side1
cq0336.00-5,220,10909,20160729,side1
cq0336.00-6,288,18191,20160729,side1
cq0388.00-1,267,10763,20160729,side1
cq0388.00-2,161,18739,20160729,side1
cq0388.00-3,242,15494,20160729,side1
cq0388.00-4,333,29820,20160729,side1
cq0388.00-5,173,10373,20160729,side1
cq0388.00-6,228,10315,20160729,side1
cq0002.00-1,386,23457,20160801,side1
cq0002.00-2,217,10890,20160801,side1
cq0002.00-3,158,48948,20160801,side1
cq0002.00-4,368,23435,20160801,side1
cq0002.00-5,333,16940,20160801,side1
cq0002.00-6,360,24231,20160801,side1
cq0031.00-1,185,5108,20160801,side1
cq0031.00-4,NA,NA,20160801,side1
cq0031.00-6,157,24430,20160801,side1
cq0049.00-3,350,27741,20160801,side1
cq0049.00-6,67,1212,20160801,side1
cq0055.00-2,112,10695,20160801,side1
cq0055.00-3,183,9047,20160801,side1
cq0055.00-4,136,4780,20160801,side1
cq0056.00-1,127,3562,20160801,side1
cq0056.00-2,222,8669,20160801,side1
cq0056.00-3,107,10280,20160801,side1
cq0056.00-4,207,11650,20160801,side1
cq0056.00-5,204,13313,20160801,side1
cq0056.00-6,18,11616,20160801,side1
cq0058.00-1,167,12157,20160801,side1
cq0058.00-2,240,22826,20160801,side1
cq0058.00-3,126,17990,20160801,side1
cq0058.00-4,146,13872,20160801,side1
cq0058.00-5,245,13347,20160801,side1
cq0058.00-6,242,13006,20160801,side1
cq0065.00-1,219,29646,20160801,side1
cq0065.00-2,232,20136,20160801,side1
cq0065.00-3,292,15621,20160801,side1
cq0065.00-4,178,12278,20160801,side1
cq0065.00-5,247,22623,20160801,side1
cq0065.00-6,199,10988,20160801,side1
cq0074.00-1,202,47981,20160801,side1
cq0074.00-2,188,27750,20160801,side1
cq0074.00-3,210,31153,20160801,side1
cq0074.00-4,225,30388,20160801,side1
cq0074.00-5,232,31445,20160801,side1
cq0074.00-6,220,12934,20160801,side1
cq0076.00-1,339,34011,20160801,side1
cq0076.00-2,313,21693,20160801,side1
cq0076.00-3,389,36525,20160801,side1
cq0076.00-4,277,23612,20160801,side1
cq0076.00-5,281,25067,20160801,side1
cq0076.00-6,341,46799,20160801,side1
cq0078.00-1,158,20997,20160801,side1
cq0078.00-2,131,6397,20160801,side1
cq0078.00-3,162,16205,20160801,side1
cq0078.00-4,230,13018,20160801,side1
cq0078.00-5,58,3960,20160801,side1
cq0078.00-6,203,18451,20160801,side1
cq0079.00-1,268,23663,20160801,side1
cq0079.00-2,242,14370,20160801,side1
cq0079.00-3,178,10083,20160801,side1
cq0079.00-4,314,20966,20160801,side1
cq0079.00-5,191,32182,20160801,side1
cq0079.00-6,168,10606,20160801,side1
cq0080.00-1,389,33140,20160801,side1
cq0080.00-2,368,21895,20160801,side1
cq0080.00-3,109,18847,20160801,side1
cq0080.00-4,222,33543,20160801,side1
cq0080.00-5,389,31601,20160801,side1
cq0080.00-6,352,34486,20160801,side1
cq0081.00-2,196,4655,20160801,side1
cq0081.00-3,389,41917,20160801,side1
cq0081.00-4,118,22774,20160801,side1
cq0081.00-5,0,1517,20160801,side1
cq0081.00-6,90,14445,20160801,side1
cq0082.00-1,360,26777,20160801,side1
cq0082.00-3,304,20894,20160801,side1
cq0082.00-4,318,43816,20160801,side1
cq0082.00-5,389,27504,20160801,side1
cq0082.00-6,389,38071,20160801,side1
cq0083.00-1,187,16039,20160801,side1
cq0083.00-3,365,43712,20160801,side1
cq0083.00-5,234,16292,20160801,side1
cq0083.00-6,137,8156,20160801,side1
cq0085.00-2,269,12956,20160801,side1
cq0085.00-3,247,27184,20160801,side1
cq0085.00-4,259,22671,20160801,side1
cq0085.00-6,323,34522,20160801,side1
cq0086.00-1,330,24127,20160801,side1
cq0086.00-2,261,37871,20160801,side1
cq0086.00-3,150,13527,20160801,side1
cq0086.00-4,328,48130,20160801,side1
cq0086.00-5,303,15388,20160801,side1
cq0086.00-6,204,15989,20160801,side1
cq0088.00-1,221,47504,20160801,side1
cq0088.00-2,380,57615,20160801,side1
cq0088.00-3,298,25435,20160801,side1
cq0088.00-4,93,2905,20160801,side1
cq0088.00-5,290,19469,20160801,side1
cq0088.00-6,370,28019,20160801,side1
cq0092.00-3,132,10782,20160801,side1
cq0113.00-1,39,7572,20160801,side1
cq0113.00-2,71,10845,20160801,side1
cq0113.00-3,89,22460,20160801,side1
cq0113.00-4,76,18084,20160801,side1
cq0113.00-5,47,4080,20160801,side1
cq0113.00-6,NA,NA,20160801,side1
cq0127.00-2,311,26734,20160801,side1
cq0127.00-3,291,21254,20160801,side1
cq0127.00-6,351,31107,20160801,side1
cq0129.00-1,49,16471,20160801,side1
cq0129.00-3,106,4845,20160801,side1
cq0129.00-5,12,3380,20160801,side1
cq0137.00-1,181,16851,20160801,side1
cq0137.00-2,264,28402,20160801,side1
cq0137.00-3,238,25334,20160801,side1
cq0137.00-4,259,23039,20160801,side1
cq0137.00-5,265,11925,20160801,side1
cq0137.00-6,261,20937,20160801,side1
cq0148.00-1,283,50468,20160801,side1
cq0148.00-3,58,10258,20160801,side1
cq0148.00-6,94,4063,20160801,side1
cq0150.00-1,279,19046,20160801,side1
cq0150.00-2,146,13165,20160801,side1
cq0150.00-3,97,18802,20160801,side1
cq0150.00-4,15,137,20160801,side1
cq0150.00-5,199,10328,20160801,side1
cq0150.00-6,267,12607,20160801,side1
cq0186.00-1,206,41410,20160801,side1
cq0186.00-2,18,7704,20160801,side1
cq0186.00-4,34,6953,20160801,side1
cq0186.00-5,18,2792,20160801,side1
cq0186.00-6,54,17272,20160801,side1
cq0190.00-1,140,12334,20160801,side1
cq0190.00-2,58,2581,20160801,side1
cq0190.00-3,102,8255,20160801,side1
cq0190.00-4,213,14279,20160801,side1
cq0190.00-5,115,12732,20160801,side1
cq0190.00-6,61,10033,20160801,side1
cq0193.00-2,238,15621,20160801,side1
cq0193.00-3,217,8635,20160801,side1
cq0193.00-4,255,9972,20160801,side1
cq0193.00-5,251,20452,20160801,side1
cq0193.00-6,221,11681,20160801,side1
cq0205.00-2,327,22521,20160801,side1
cq0205.00-3,339,18364,20160801,side1
cq0205.00-4,190,9319,20160801,side1
cq0205.00-5,243,22726,20160801,side1
cq0205.00-6,315,21384,20160801,side1
cq0212.00-2,15,7574,20160801,side1
cq0216.00-1,205,10819,20160801,side1
cq0216.00-2,219,13839,20160801,side1
cq0216.00-4,107,18693,20160801,side1
cq0216.00-5,197,11612,20160801,side1
cq0218.00-1,26,7942,20160801,side1
cq0218.00-2,118,19380,20160801,side1
cq0218.00-4,121,4590,20160801,side1
cq0218.00-5,185,9666,20160801,side1
cq0218.00-6,187,7323,20160801,side1
cq0229.00-1,51,3115,20160801,side1
cq0229.00-3,94,3592,20160801,side1
cq0229.00-4,101,2570,20160801,side1
cq0229.00-6,56,1191,20160801,side1
cq0230.00-3,240,12511,20160801,side1
cq0230.00-5,155,5930,20160801,side1
cq0243.00-2,53,7515,20160801,side1
cq0243.00-5,21,3187,20160801,side1
cq0248.00-1,207,17737,20160801,side1
cq0248.00-2,264,12848,20160801,side1
cq0248.00-3,282,35768,20160801,side1
cq0248.00-4,278,13996,20160801,side1
cq0248.00-5,203,11300,20160801,side1
cq0252.00-1,275,17419,20160801,side1
cq0252.00-2,229,19689,20160801,side1
cq0252.00-4,54,16453,20160801,side1
cq0252.00-5,13,3029,20160801,side1
cq0252.00-6,216,41157,20160801,side1
cq0278.00-1,50,11975,20160801,side1
cq0278.00-2,219,8453,20160801,side1
cq0278.00-5,160,5324,20160801,side1
cq0295.00-2,98,23456,20160801,side1
cq0295.00-4,89,21188,20160801,side1
cq0295.00-5,162,20599,20160801,side1
cq0305.00-1,389,21092,20160801,side1
cq0305.00-2,389,20983,20160801,side1
cq0305.00-3,105,7988,20160801,side1
cq0305.00-4,289,24977,20160801,side1
cq0305.00-5,321,27043,20160801,side1
cq0305.00-6,45,3932,20160801,side1
cq0329.00-1,389,29789,20160801,side1
cq0329.00-2,389,30343,20160801,side1
cq0329.00-3,389,43253,20160801,side1
cq0329.00-4,348,15732,20160801,side1
cq0329.00-5,353,35152,20160801,side1
cq0329.00-6,389,30308,20160801,side1
cq0330.00-1,47,3352,20160801,side1
cq0330.00-2,377,32763,20160801,side1
cq0330.00-3,300,22182,20160801,side1
cq0330.00-5,117,18169,20160801,side1
cq0330.00-6,270,16502,20160801,side1
cq0331.00-4,37,9405,20160801,side1
cq0333.00-1,383,18869,20160801,side1
cq0333.00-2,389,28516,20160801,side1
cq0333.00-3,344,17140,20160801,side1
cq0333.00-4,307,27734,20160801,side1
cq0333.00-5,307,10824,20160801,side1
cq0333.00-6,389,21113,20160801,side1
cq0334.00-1,238,16435,20160801,side1
cq0334.00-2,268,16893,20160801,side1
cq0334.00-3,278,33923,20160801,side1
cq0334.00-4,262,18678,20160801,side1
cq0334.00-5,296,32334,20160801,side1
cq0334.00-6,134,11726,20160801,side1
cq0335.00-1,56,8229,20160801,side1
cq0335.00-2,99,5001,20160801,side1
cq0335.00-3,232,12722,20160801,side1
cq0335.00-4,72,13400,20160801,side1
cq0335.00-5,257,30881,20160801,side1
cq0335.00-6,249,23239,20160801,side1
cq0336.00-2,326,19799,20160801,side1
cq0336.00-5,267,17499,20160801,side1
cq0336.00-6,389,27484,20160801,side1
cq0388.00-1,356,13146,20160801,side1
cq0388.00-2,306,18226,20160801,side1
cq0388.00-3,320,14061,20160801,side1
cq0388.00-4,389,17610,20160801,side1
cq0388.00-5,344,17843,20160801,side1
cq0388.00-6,357,24660,20160801,side1
cq0002.00-1,389,37648,20160803,side1
cq0002.00-2,72,6977,20160803,side1
cq0002.00-3,332,41304,20160803,side1
cq0002.00-4,389,38338,20160803,side1
cq0002.00-5,225,28626,20160803,side1
cq0002.00-6,389,33003,20160803,side1
cq0031.00-1,78,14253,20160803,side1
cq0031.00-4,NA,NA,20160803,side1
cq0031.00-6,236,25312,20160803,side1
cq0049.00-3,389,48473,20160803,side1
cq0049.00-6,72,2624,20160803,side1
cq0055.00-2,178,17516,20160803,side1
cq0055.00-3,206,10797,20160803,side1
cq0055.00-4,105,9237,20160803,side1
cq0056.00-1,136,5872,20160803,side1
cq0056.00-2,279,26417,20160803,side1
cq0056.00-3,80,12482,20160803,side1
cq0056.00-4,231,20502,20160803,side1
cq0056.00-5,244,20320,20160803,side1
cq0056.00-6,102,19348,20160803,side1
cq0058.00-1,260,25914,20160803,side1
cq0058.00-2,294,27051,20160803,side1
cq0058.00-3,200,36202,20160803,side1
cq0058.00-4,297,20859,20160803,side1
cq0058.00-5,235,14469,20160803,side1
cq0058.00-6,259,19906,20160803,side1
cq0065.00-1,389,50663,20160803,side1
cq0065.00-2,284,28675,20160803,side1
cq0065.00-3,359,25060,20160803,side1
cq0065.00-4,94,28035,20160803,side1
cq0065.00-5,305,29988,20160803,side1
cq0065.00-6,93,14975,20160803,side1
cq0074.00-1,211,41474,20160803,side1
cq0074.00-2,276,30705,20160803,side1
cq0074.00-3,252,18359,20160803,side1
cq0074.00-4,227,19617,20160803,side1
cq0074.00-5,249,40743,20160803,side1
cq0074.00-6,224,19679,20160803,side1
cq0076.00-1,378,38095,20160803,side1
cq0076.00-2,380,30568,20160803,side1
cq0076.00-3,389,39832,20160803,side1
cq0076.00-4,389,64776,20160803,side1
cq0076.00-5,389,59100,20160803,side1
cq0076.00-6,389,61453,20160803,side1
cq0078.00-1,287,24233,20160803,side1
cq0078.00-2,137,13453,20160803,side1
cq0078.00-3,153,23157,20160803,side1
cq0078.00-4,253,14026,20160803,side1
cq0078.00-5,123,17172,20160803,side1
cq0078.00-6,283,24550,20160803,side1
cq0079.00-1,306,31961,20160803,side1
cq0079.00-2,268,20597,20160803,side1
cq0079.00-3,171,11081,20160803,side1
cq0079.00-4,389,41714,20160803,side1
cq0079.00-5,212,12034,20160803,side1
cq0079.00-6,294,24458,20160803,side1
cq0080.00-1,389,35380,20160803,side1
cq0080.00-2,256,24366,20160803,side1
cq0080.00-3,249,32203,20160803,side1
cq0080.00-4,389,33279,20160803,side1
cq0080.00-5,389,36651,20160803,side1
cq0080.00-6,256,25891,20160803,side1
cq0081.00-2,187,5596,20160803,side1
cq0081.00-3,164,13078,20160803,side1
cq0081.00-4,0,8932,20160803,side1
cq0081.00-5,26,3831,20160803,side1
cq0081.00-6,29,16753,20160803,side1
cq0082.00-1,389,44571,20160803,side1
cq0082.00-3,309,70092,20160803,side1
cq0082.00-4,389,52586,20160803,side1
cq0082.00-5,389,23639,20160803,side1
cq0082.00-6,389,36194,20160803,side1
cq0083.00-1,34,15493,20160803,side1
cq0083.00-3,72,17810,20160803,side1
cq0083.00-5,253,13093,20160803,side1
cq0083.00-6,81,13258,20160803,side1
cq0085.00-2,361,22596,20160803,side1
cq0085.00-3,311,35911,20160803,side1
cq0085.00-4,342,40177,20160803,side1
cq0085.00-6,389,48113,20160803,side1
cq0086.00-1,389,38836,20160803,side1
cq0086.00-2,327,35083,20160803,side1
cq0086.00-3,168,12635,20160803,side1
cq0086.00-4,389,77195,20160803,side1
cq0086.00-5,387,29560,20160803,side1
cq0086.00-6,211,23033,20160803,side1
cq0088.00-1,317,29458,20160803,side1
cq0088.00-2,389,71673,20160803,side1
cq0088.00-3,379,34840,20160803,side1
cq0088.00-4,76,2011,20160803,side1
cq0088.00-5,378,30652,20160803,side1
cq0088.00-6,164,17086,20160803,side1
cq0092.00-3,119,8847,20160803,side1
cq0113.00-1,22,3964,20160803,side1
cq0113.00-2,25,5750,20160803,side1
cq0113.00-3,20,8312,20160803,side1
cq0113.00-4,134,13196,20160803,side1
cq0113.00-5,16,3978,20160803,side1
cq0113.00-6,NA,NA,20160803,side1
cq0127.00-2,389,35523,20160803,side1
cq0127.00-3,335,26476,20160803,side1
cq0127.00-6,389,43569,20160803,side1
cq0129.00-1,52,13707,20160803,side1
cq0129.00-3,82,14060,20160803,side1
cq0129.00-5,45,5310,20160803,side1
cq0137.00-1,160,28046,20160803,side1
cq0137.00-2,338,53675,20160803,side1
cq0137.00-3,218,55527,20160803,side1
cq0137.00-4,356,46045,20160803,side1
cq0137.00-5,353,21661,20160803,side1
cq0137.00-6,338,40017,20160803,side1
cq0148.00-1,378,57789,20160803,side1
cq0148.00-3,97,16919,20160803,side1
cq0148.00-6,0,1172,20160803,side1
cq0150.00-1,340,42625,20160803,side1
cq0150.00-2,274,22850,20160803,side1
cq0150.00-3,314,35813,20160803,side1
cq0150.00-4,13,76,20160803,side1
cq0150.00-5,285,39724,20160803,side1
cq0150.00-6,323,19940,20160803,side1
cq0186.00-1,158,32378,20160803,side1
cq0186.00-2,71,11318,20160803,side1
cq0186.00-4,0,1605,20160803,side1
cq0186.00-5,52,5383,20160803,side1
cq0186.00-6,108,13953,20160803,side1
cq0190.00-1,87,21560,20160803,side1
cq0190.00-2,153,5261,20160803,side1
cq0190.00-3,135,14884,20160803,side1
cq0190.00-4,278,25224,20160803,side1
cq0190.00-5,141,13769,20160803,side1
cq0190.00-6,112,29524,20160803,side1
cq0193.00-2,332,27112,20160803,side1
cq0193.00-3,239,13943,20160803,side1
cq0193.00-4,311,21772,20160803,side1
cq0193.00-5,305,17362,20160803,side1
cq0193.00-6,259,34077,20160803,side1
cq0205.00-2,372,16144,20160803,side1
cq0205.00-3,389,31933,20160803,side1
cq0205.00-4,202,8977,20160803,side1
cq0205.00-5,293,19495,20160803,side1
cq0205.00-6,376,27768,20160803,side1
cq0212.00-2,37,9514,20160803,side1
cq0216.00-1,214,14783,20160803,side1
cq0216.00-2,256,17051,20160803,side1
cq0216.00-4,180,32849,20160803,side1
cq0216.00-5,228,14712,20160803,side1
cq0218.00-1,215,25444,20160803,side1
cq0218.00-2,312,30776,20160803,side1
cq0218.00-4,121,6106,20160803,side1
cq0218.00-5,168,20301,20160803,side1
cq0218.00-6,202,13527,20160803,side1
cq0229.00-1,58,2056,20160803,side1
cq0229.00-3,150,5841,20160803,side1
cq0229.00-4,66,2525,20160803,side1
cq0229.00-6,67,5187,20160803,side1
cq0230.00-3,296,22111,20160803,side1
cq0230.00-5,201,12403,20160803,side1
cq0243.00-2,122,24694,20160803,side1
cq0243.00-5,129,29079,20160803,side1
cq0248.00-1,262,20015,20160803,side1
cq0248.00-2,265,15733,20160803,side1
cq0248.00-3,298,22374,20160803,side1
cq0248.00-4,322,47476,20160803,side1
cq0248.00-5,277,34535,20160803,side1
cq0252.00-1,328,26067,20160803,side1
cq0252.00-2,321,31608,20160803,side1
cq0252.00-4,248,22766,20160803,side1
cq0252.00-5,159,5064,20160803,side1
cq0252.00-6,289,22930,20160803,side1
cq0278.00-1,95,21482,20160803,side1
cq0278.00-2,246,21068,20160803,side1
cq0278.00-5,187,9661,20160803,side1
cq0295.00-2,207,18557,20160803,side1
cq0295.00-4,63,17737,20160803,side1
cq0295.00-5,204,38828,20160803,side1
cq0305.00-1,379,33397,20160803,side1
cq0305.00-2,389,20502,20160803,side1
cq0305.00-3,192,11415,20160803,side1
cq0305.00-4,344,32528,20160803,side1
cq0305.00-5,369,55227,20160803,side1
cq0305.00-6,141,10821,20160803,side1
cq0329.00-1,389,29159,20160803,side1
cq0329.00-2,386,36318,20160803,side1
cq0329.00-3,389,43628,20160803,side1
cq0329.00-4,389,24242,20160803,side1
cq0329.00-5,389,38815,20160803,side1
cq0329.00-6,389,31026,20160803,side1
cq0330.00-1,92,11647,20160803,side1
cq0330.00-2,148,26983,20160803,side1
cq0330.00-3,373,25965,20160803,side1
cq0330.00-5,125,27447,20160803,side1
cq0330.00-6,306,22329,20160803,side1
cq0331.00-4,93,13321,20160803,side1
cq0333.00-1,382,23116,20160803,side1
cq0333.00-2,389,37067,20160803,side1
cq0333.00-3,389,26195,20160803,side1
cq0333.00-4,389,34907,20160803,side1
cq0333.00-5,381,21738,20160803,side1
cq0333.00-6,389,23489,20160803,side1
cq0334.00-1,321,32111,20160803,side1
cq0334.00-2,293,26282,20160803,side1
cq0334.00-3,365,54607,20160803,side1
cq0334.00-4,354,44714,20160803,side1
cq0334.00-5,389,45800,20160803,side1
cq0334.00-6,285,23001,20160803,side1
cq0335.00-1,49,8236,20160803,side1
cq0335.00-2,64,12810,20160803,side1
cq0335.00-3,281,35211,20160803,side1
cq0335.00-4,73,25477,20160803,side1
cq0335.00-5,271,34569,20160803,side1
cq0335.00-6,223,25733,20160803,side1
cq0336.00-2,389,23124,20160803,side1
cq0336.00-5,322,18656,20160803,side1
cq0336.00-6,389,28723,20160803,side1
cq0388.00-1,389,19172,20160803,side1
cq0388.00-2,389,23267,20160803,side1
cq0388.00-3,389,16357,20160803,side1
cq0388.00-4,389,18842,20160803,side1
cq0388.00-5,389,24086,20160803,side1
cq0388.00-6,389,25669,20160803,side1
cq0002.00-1,79,465,20160718,side2
cq0002.00-2,19,125,20160718,side2
cq0002.00-3,33,646,20160718,side2
cq0002.00-4,49,558,20160718,side2
cq0002.00-5,44,427,20160718,side2
cq0002.00-6,52,284,20160718,side2
cq0031.00-1,13,76,20160718,side2
cq0031.00-4,30,272,20160718,side2
cq0031.00-6,15,40,20160718,side2
cq0049.00-3,37,509,20160718,side2
cq0049.00-6,7,23,20160718,side2
cq0055.00-2,15,41,20160718,side2
cq0055.00-3,15,115,20160718,side2
cq0055.00-4,15,97,20160718,side2
cq0056.00-1,40,285,20160718,side2
cq0056.00-2,68,451,20160718,side2
cq0056.00-3,32,246,20160718,side2
cq0056.00-4,36,798,20160718,side2
cq0056.00-5,50,890,20160718,side2
cq0056.00-6,23,543,20160718,side2
cq0058.00-1,26,124,20160718,side2
cq0058.00-2,32,190,20160718,side2
cq0058.00-3,32,412,20160718,side2
cq0058.00-4,31,291,20160718,side2
cq0058.00-5,53,641,20160718,side2
cq0058.00-6,18,133,20160718,side2
cq0065.00-1,56,556,20160718,side2
cq0065.00-2,30,168,20160718,side2
cq0065.00-3,50,502,20160718,side2
cq0065.00-4,44,407,20160718,side2
cq0065.00-5,30,566,20160718,side2
cq0065.00-6,33,111,20160718,side2
cq0074.00-1,52,219,20160718,side2
cq0074.00-2,24,339,20160718,side2
cq0074.00-3,17,184,20160718,side2
cq0074.00-4,35,133,20160718,side2
cq0074.00-5,43,487,20160718,side2
cq0074.00-6,89,584,20160718,side2
cq0076.00-1,23,304,20160718,side2
cq0076.00-2,59,411,20160718,side2
cq0076.00-3,42,1010,20160718,side2
cq0076.00-4,56,829,20160718,side2
cq0076.00-5,33,384,20160718,side2
cq0076.00-6,62,304,20160718,side2
cq0078.00-1,28,266,20160718,side2
cq0078.00-2,13,156,20160718,side2
cq0078.00-3,59,648,20160718,side2
cq0078.00-4,71,1777,20160718,side2
cq0078.00-5,56,1301,20160718,side2
cq0078.00-6,58,1203,20160718,side2
cq0079.00-1,53,247,20160718,side2
cq0079.00-2,39,187,20160718,side2
cq0079.00-3,13,127,20160718,side2
cq0079.00-4,63,2265,20160718,side2
cq0079.00-5,46,677,20160718,side2
cq0079.00-6,66,1117,20160718,side2
cq0080.00-1,31,300,20160718,side2
cq0080.00-2,39,431,20160718,side2
cq0080.00-3,62,854,20160718,side2
cq0080.00-4,36,676,20160718,side2
cq0080.00-5,33,490,20160718,side2
cq0080.00-6,58,652,20160718,side2
cq0081.00-2,29,132,20160718,side2
cq0081.00-3,35,529,20160718,side2
cq0081.00-4,63,1280,20160718,side2
cq0081.00-5,30,595,20160718,side2
cq0081.00-6,16,150,20160718,side2
cq0082.00-1,50,593,20160718,side2
cq0082.00-3,26,398,20160718,side2
cq0082.00-4,81,908,20160718,side2
cq0082.00-5,41,664,20160718,side2
cq0082.00-6,82,490,20160718,side2
cq0083.00-1,20,327,20160718,side2
cq0083.00-3,29,436,20160718,side2
cq0083.00-5,38,711,20160718,side2
cq0083.00-6,15,63,20160718,side2
cq0085.00-2,28,415,20160718,side2
cq0085.00-3,12,116,20160718,side2
cq0085.00-4,23,272,20160718,side2
cq0085.00-6,32,532,20160718,side2
cq0086.00-1,45,585,20160718,side2
cq0086.00-2,61,525,20160718,side2
cq0086.00-3,5,142,20160718,side2
cq0086.00-4,28,585,20160718,side2
cq0086.00-5,20,406,20160718,side2
cq0086.00-6,11,51,20160718,side2
cq0088.00-1,55,513,20160718,side2
cq0088.00-2,29,1235,20160718,side2
cq0088.00-3,41,1097,20160718,side2
cq0088.00-4,8,27,20160718,side2
cq0088.00-5,76,1395,20160718,side2
cq0088.00-6,44,377,20160718,side2
cq0092.00-3,28,146,20160718,side2
cq0113.00-1,53,395,20160718,side2
cq0113.00-2,23,602,20160718,side2
cq0113.00-3,56,919,20160718,side2
cq0113.00-4,31,1164,20160718,side2
cq0113.00-5,23,103,20160718,side2
cq0113.00-6,46,65,20160718,side2
cq0127.00-2,72,383,20160718,side2
cq0127.00-3,30,478,20160718,side2
cq0127.00-6,33,351,20160718,side2
cq0129.00-1,44,919,20160718,side2
cq0129.00-3,34,1356,20160718,side2
cq0129.00-5,32,388,20160718,side2
cq0137.00-1,46,165,20160718,side2
cq0137.00-2,27,402,20160718,side2
cq0137.00-3,26,458,20160718,side2
cq0137.00-4,27,304,20160718,side2
cq0137.00-5,21,206,20160718,side2
cq0137.00-6,31,391,20160718,side2
cq0148.00-1,41,989,20160718,side2
cq0148.00-3,15,199,20160718,side2
cq0148.00-6,65,258,20160718,side2
cq0150.00-1,38,800,20160718,side2
cq0150.00-2,29,1138,20160718,side2
cq0150.00-3,69,1245,20160718,side2
cq0150.00-4,13,51,20160718,side2
cq0150.00-5,56,494,20160718,side2
cq0150.00-6,59,730,20160718,side2
cq0186.00-1,27,280,20160718,side2
cq0186.00-2,43,466,20160718,side2
cq0186.00-4,49,609,20160718,side2
cq0186.00-5,19,107,20160718,side2
cq0186.00-6,15,47,20160718,side2
cq0190.00-1,35,189,20160718,side2
cq0190.00-2,17,143,20160718,side2
cq0190.00-3,25,444,20160718,side2
cq0190.00-4,38,224,20160718,side2
cq0190.00-5,54,346,20160718,side2
cq0190.00-6,52,229,20160718,side2
cq0193.00-2,64,246,20160718,side2
cq0193.00-3,41,301,20160718,side2
cq0193.00-4,31,312,20160718,side2
cq0193.00-5,57,510,20160718,side2
cq0193.00-6,11,67,20160718,side2
cq0205.00-2,63,475,20160718,side2
cq0205.00-3,59,521,20160718,side2
cq0205.00-4,21,226,20160718,side2
cq0205.00-5,39,141,20160718,side2
cq0205.00-6,45,231,20160718,side2
cq0212.00-2,29,249,20160718,side2
cq0216.00-1,61,610,20160718,side2
cq0216.00-2,62,818,20160718,side2
cq0216.00-4,69,1359,20160718,side2
cq0216.00-5,61,1203,20160718,side2
cq0218.00-1,64,427,20160718,side2
cq0218.00-2,55,911,20160718,side2
cq0218.00-4,20,254,20160718,side2
cq0218.00-5,25,1109,20160718,side2
cq0218.00-6,33,636,20160718,side2
cq0229.00-1,9,24,20160718,side2
cq0229.00-3,13,91,20160718,side2
cq0229.00-4,11,58,20160718,side2
cq0229.00-6,19,249,20160718,side2
cq0230.00-3,34,302,20160718,side2
cq0230.00-5,11,111,20160718,side2
cq0243.00-2,50,265,20160718,side2
cq0243.00-5,14,140,20160718,side2
cq0248.00-1,38,727,20160718,side2
cq0248.00-2,46,290,20160718,side2
cq0248.00-3,42,740,20160718,side2
cq0248.00-4,66,822,20160718,side2
cq0248.00-5,30,1079,20160718,side2
cq0252.00-1,47,481,20160718,side2
cq0252.00-2,59,564,20160718,side2
cq0252.00-4,38,2300,20160718,side2
cq0252.00-5,8,41,20160718,side2
cq0252.00-6,72,1197,20160718,side2
cq0278.00-1,57,495,20160718,side2
cq0278.00-2,10,134,20160718,side2
cq0278.00-5,11,62,20160718,side2
cq0295.00-2,55,371,20160718,side2
cq0295.00-4,4,24,20160718,side2
cq0295.00-5,28,540,20160718,side2
cq0305.00-1,64,399,20160718,side2
cq0305.00-2,74,417,20160718,side2
cq0305.00-3,8,61,20160718,side2
cq0305.00-4,51,1402,20160718,side2
cq0305.00-5,35,392,20160718,side2
cq0305.00-6,23,80,20160718,side2
cq0329.00-1,78,570,20160718,side2
cq0329.00-2,51,645,20160718,side2
cq0329.00-3,53,852,20160718,side2
cq0329.00-4,51,654,20160718,side2
cq0329.00-5,31,445,20160718,side2
cq0329.00-6,67,477,20160718,side2
cq0330.00-1,11,38,20160718,side2
cq0330.00-2,65,863,20160718,side2
cq0330.00-3,16,262,20160718,side2
cq0330.00-5,45,442,20160718,side2
cq0330.00-6,66,1277,20160718,side2
cq0331.00-4,0,0,20160718,side2
cq0333.00-1,64,422,20160718,side2
