Genotype,ID,Area,NormalizedArea
PI614885,cq0084.00,4354,0.031353064
PI614885,cq0084.00,4385,0.031576294
PI614885,cq0084.00,4421,0.03183553
PI614885,cq0084.00,4433,0.031921941
PI614885,cq0084.00,4446,0.032015554
PI614885,cq0084.00,4450,0.032044358
PI614885,cq0084.00,4455,0.032080363
PI614885,cq0084.00,4466,0.032159574
PI614885,cq0084.00,4670,0.033628573
PI614885,cq0084.00,4674,0.033657377
PI614885,cq0084.00,4697,0.033823
PI614885,cq0084.00,4699,0.033837402
PI614885,cq0084.00,4709,0.033909412
PI614885,cq0084.00,4723,0.034010225
PI614885,cq0084.00,4915,0.035392813
PI614885,cq0084.00,4971,0.035796068
PI614885,cq0084.00,5012,0.036091308
PI614885,cq0084.00,5366,0.038640455
PI614885,cq0084.00,6059,0.043630734
PI614886 - QQ74a,cq0085.00,2173,0.015647728
PI614886 - QQ74a,cq0085.00,2557,0.018412904
PI614886 - QQ74a,cq0085.00,2983,0.021480521
PI614886 - QQ74a,cq0085.00,3174,0.022855908
PI614886 - QQ74a,cq0085.00,3380,0.02433931
PI614886 - QQ74a,cq0085.00,3629,0.026132354
PI614886 - QQ74a,cq0085.00,3666,0.02639879
PI614886 - QQ74a,cq0085.00,3751,0.027010873
PI614886 - QQ74a,cq0085.00,3774,0.027176496
PI614886 - QQ74a,cq0085.00,3779,0.027212501
PI614886 - QQ74a,cq0085.00,3802,0.027378123
PI614886 - QQ74a,cq0085.00,3932,0.028314251
PI614886 - QQ74a,cq0085.00,3992,0.028746309
PI614886 - QQ74a,cq0085.00,4032,0.029034349
PI614886 - QQ74a,cq0085.00,4037,0.029070354
PI614886 - QQ74a,cq0085.00,4049,0.029156765
PI614886 - QQ74a,cq0085.00,4053,0.029185569
PI614886 - QQ74a,cq0085.00,4065,0.029271981
PI614886 - QQ74a,cq0085.00,4071,0.029315187
PI614886 - QQ74a,cq0085.00,4073,0.029329589
PI614886 - QQ74a,cq0085.00,4083,0.029401599
PI614886 - QQ74a,cq0085.00,4129,0.029732844
PI614886 - QQ74a,cq0085.00,4180,0.030100094
PI614886 - QQ74a,cq0085.00,4213,0.030337726
PI614886 - QQ74a,cq0085.00,4252,0.030618564
PI614886 - QQ74a,cq0085.00,4254,0.030632966
PI614886 - QQ74a,cq0085.00,4295,0.030928206
PI614886 - QQ74a,cq0085.00,4312,0.031050623
PI614886 - QQ74a,cq0085.00,4377,0.031518687
PI614886 - QQ74a,cq0085.00,4378,0.031525888
PI614886 - QQ74a,cq0085.00,4399,0.031677108
PI614886 - QQ74a,cq0085.00,4417,0.031806726
PI614886 - QQ74a,cq0085.00,4435,0.031936343
PI614886 - QQ74a,cq0085.00,4456,0.032087564
PI614886 - QQ74a,cq0085.00,4473,0.032209981
PI614886 - QQ74a,cq0085.00,4485,0.032296392
PI614886 - QQ74a,cq0085.00,4495,0.032368402
PI614886 - QQ74a,cq0085.00,4527,0.032598833
PI614886 - QQ74a,cq0085.00,4529,0.032613235
PI614886 - QQ74a,cq0085.00,4545,0.032728451
PI614886 - QQ74a,cq0085.00,4595,0.0330885
PI614886 - QQ74a,cq0085.00,4597,0.033102902
PI614886 - QQ74a,cq0085.00,4602,0.033138907
PI614886 - QQ74a,cq0085.00,4606,0.033167711
PI614886 - QQ74a,cq0085.00,4643,0.033434147
PI614886 - QQ74a,cq0085.00,4696,0.033815799
PI614886 - QQ74a,cq0085.00,4714,0.033945417
PI614886 - QQ74a,cq0085.00,4740,0.034132642
PI614886 - QQ74a,cq0085.00,4746,0.034175848
PI614886 - QQ74a,cq0085.00,4758,0.03426226
PI614886 - QQ74a,cq0085.00,4772,0.034363073
PI614886 - QQ74a,cq0085.00,4782,0.034435083
PI614886 - QQ74a,cq0085.00,4802,0.034579103
PI614886 - QQ74a,cq0085.00,4834,0.034809534
PI614886 - QQ74a,cq0085.00,4840,0.03485274
PI614886 - QQ74a,cq0085.00,4897,0.035263196
PI614886 - QQ74a,cq0085.00,4901,0.035292
PI614886 - QQ74a,cq0085.00,4905,0.035320804
PI614886 - QQ74a,cq0085.00,4920,0.035428818
PI614886 - QQ74a,cq0085.00,4961,0.035724058
PI614886 - QQ74a,cq0085.00,4968,0.035774465
PI614886 - QQ74a,cq0085.00,5002,0.036019299
PI614886 - QQ74a,cq0085.00,5015,0.036112911
PI614886 - QQ74a,cq0085.00,5020,0.036148916
PI614886 - QQ74a,cq0085.00,5020,0.036148916
PI614886 - QQ74a,cq0085.00,5033,0.036242529
PI614886 - QQ74a,cq0085.00,5048,0.036350544
PI614886 - QQ74a,cq0085.00,5068,0.036494563
PI614886 - QQ74a,cq0085.00,5075,0.03654497
PI614886 - QQ74a,cq0085.00,5196,0.037416289
PI614886 - QQ74a,cq0085.00,5204,0.037473896
PI614886 - QQ74a,cq0085.00,5212,0.037531504
PI614886 - QQ74a,cq0085.00,5302,0.038179592
PI614886 - QQ74a,cq0085.00,5332,0.038395622
PI614886 - QQ74a,cq0085.00,5344,0.038482034
PI614886 - QQ74a,cq0085.00,5351,0.03853244
PI614886 - QQ74a,cq0085.00,5372,0.038683661
PI614886 - QQ74a,cq0085.00,5373,0.038690862
PI614886 - QQ74a,cq0085.00,5396,0.038856484
PI614886 - QQ74a,cq0085.00,5417,0.039007705
PI614886 - QQ74a,cq0085.00,5490,0.039533377
PI614886 - QQ74a,cq0085.00,5509,0.039670195
PI614886 - QQ74a,cq0085.00,5521,0.039756607
PI614886 - QQ74a,cq0085.00,5526,0.039792612
PI614886 - QQ74a,cq0085.00,5535,0.039857421
PI614886 - QQ74a,cq0085.00,5581,0.040188666
PI614886 - QQ74a,cq0085.00,5606,0.04036869
PI614886 - QQ74a,cq0085.00,5625,0.040505509
PI614886 - QQ74a,cq0085.00,5640,0.040613523
PI614886 - QQ74a,cq0085.00,5706,0.041088788
PI614886 - QQ74a,cq0085.00,5792,0.041708072
PI614886 - QQ74a,cq0085.00,5854,0.042154533
PI614886 - QQ74a,cq0085.00,5978,0.043047454
PI614886 - QQ74a,cq0085.00,6110,0.043997984
PI614886 - QQ74a,cq0085.00,6225,0.044826096
PI614886 - QQ74a,cq0085.00,6266,0.045121337
PI614886 - QQ74a,cq0085.00,6552,0.047180817
PI614886 - QQ74a,cq0085.00,7906,0.056930943
PI614886 - QQ74a,cq0085.00,8616,0.062043638
PI614887,cq0086.00,2271,0.016353424
PI614887,cq0086.00,2489,0.017923238
PI614887,cq0086.00,2620,0.018866566
PI614887,cq0086.00,2663,0.019176208
PI614887,cq0086.00,2768,0.019932311
PI614887,cq0086.00,2861,0.020602002
PI614887,cq0086.00,2872,0.020681213
PI614887,cq0086.00,3194,0.022999928
PI614887,cq0086.00,3200,0.023043134
PI614887,cq0086.00,3316,0.023878447
PI614887,cq0086.00,3349,0.02411608
PI614887,cq0086.00,3429,0.024692158
PI614887,cq0086.00,3470,0.024987398
PI614887,cq0086.00,3579,0.025772305
PI614887,cq0086.00,3609,0.025988334
PI614887,cq0086.00,3624,0.026096349
PI614887,cq0086.00,3732,0.026874055
PI614887,cq0086.00,3734,0.026888457
PI614887,cq0086.00,3861,0.027802981
PI614887,cq0086.00,3882,0.027954202
PI614887,cq0086.00,3891,0.028019011
PI614887,cq0086.00,3925,0.028263844
PI614887,cq0086.00,3937,0.028350256
PI614887,cq0086.00,3958,0.028501476
PI614887,cq0086.00,3964,0.028544682
PI614887,cq0086.00,3983,0.028681501
PI614887,cq0086.00,4011,0.028883128
PI614887,cq0086.00,4017,0.028926334
PI614887,cq0086.00,4028,0.029005545
PI614887,cq0086.00,4029,0.029012746
PI614887,cq0086.00,4097,0.029502412
PI614887,cq0086.00,4103,0.029545618
PI614887,cq0086.00,4110,0.029596025
PI614887,cq0086.00,4120,0.029668035
PI614887,cq0086.00,4121,0.029675236
PI614887,cq0086.00,4138,0.029797652
PI614887,cq0086.00,4157,0.029934471
PI614887,cq0086.00,4205,0.030280118
PI614887,cq0086.00,4247,0.030582559
PI614887,cq0086.00,4261,0.030683373
PI614887,cq0086.00,4278,0.03080579
PI614887,cq0086.00,4279,0.030812991
PI614887,cq0086.00,4291,0.030899402
PI614887,cq0086.00,4295,0.030928206
PI614887,cq0086.00,4310,0.031036221
PI614887,cq0086.00,4313,0.031057824
PI614887,cq0086.00,4332,0.031194642
PI614887,cq0086.00,4343,0.031273853
PI614887,cq0086.00,4351,0.031331461
PI614887,cq0086.00,4363,0.031417873
PI614887,cq0086.00,4370,0.03146828
PI614887,cq0086.00,4395,0.031648304
PI614887,cq0086.00,4415,0.031792324
PI614887,cq0086.00,4459,0.032109167
PI614887,cq0086.00,4495,0.032368402
PI614887,cq0086.00,4537,0.032670843
PI614887,cq0086.00,4546,0.032735652
PI614887,cq0086.00,4555,0.032800461
PI614887,cq0086.00,4564,0.03286527
PI614887,cq0086.00,4597,0.033102902
PI614887,cq0086.00,4604,0.033153309
PI614887,cq0086.00,4607,0.033174912
PI614887,cq0086.00,4618,0.033254123
PI614887,cq0086.00,4626,0.03331173
PI614887,cq0086.00,4627,0.033318931
PI614887,cq0086.00,4629,0.033333333
PI614887,cq0086.00,4630,0.033340534
PI614887,cq0086.00,4662,0.033570966
PI614887,cq0086.00,4670,0.033628573
PI614887,cq0086.00,4715,0.033952618
PI614887,cq0086.00,4728,0.03404623
PI614887,cq0086.00,4810,0.034636711
PI614887,cq0086.00,4821,0.034715921
PI614887,cq0086.00,4831,0.034787931
PI614887,cq0086.00,4843,0.034874343
PI614887,cq0086.00,4866,0.035039965
PI614887,cq0086.00,4907,0.035335206
PI614887,cq0086.00,4918,0.035414416
PI614887,cq0086.00,4938,0.035558436
PI614887,cq0086.00,4970,0.035788867
PI614887,cq0086.00,4991,0.035940088
PI614887,cq0086.00,4997,0.035983294
PI614887,cq0086.00,5013,0.036098509
PI614887,cq0086.00,5041,0.036300137
PI614887,cq0086.00,5043,0.036314539
PI614887,cq0086.00,5048,0.036350544
PI614887,cq0086.00,5072,0.036523367
PI614887,cq0086.00,5086,0.036624181
PI614887,cq0086.00,5169,0.037221862
PI614887,cq0086.00,5209,0.037509901
PI614887,cq0086.00,5262,0.037891553
PI614887,cq0086.00,5288,0.038078779
PI614887,cq0086.00,5298,0.038150789
PI614887,cq0086.00,5451,0.039252538
PI614887,cq0086.00,5675,0.040865558
PI614887,cq0086.00,8089,0.058248722
PI614888,cq0087.00,2771,0.019953914
PI614888,cq0087.00,2771,0.019953914
PI614888,cq0087.00,2796,0.020133938
PI614888,cq0087.00,2831,0.020385972
PI614888,cq0087.00,2853,0.020544394
PI614888,cq0087.00,2854,0.020551595
PI614888,cq0087.00,2966,0.021358105
PI614888,cq0087.00,3019,0.021739757
PI614888,cq0087.00,3028,0.021804565
PI614888,cq0087.00,3038,0.021876575
PI614888,cq0087.00,3092,0.022265428
PI614888,cq0087.00,3105,0.022359041
PI614888,cq0087.00,3133,0.022560668
PI614888,cq0087.00,3149,0.022675884
PI614888,cq0087.00,3155,0.02271909
PI614888,cq0087.00,3169,0.022819904
PI614888,cq0087.00,3173,0.022848707
PI614888,cq0087.00,3188,0.022956722
PI614888,cq0087.00,3201,0.023050335
PI614888,cq0087.00,3225,0.023223158
PI614888,cq0087.00,3228,0.023244761
PI614888,cq0087.00,3237,0.02330957
PI614888,cq0087.00,3242,0.023345575
PI614888,cq0087.00,3245,0.023367178
PI614888,cq0087.00,3251,0.023410384
PI614888,cq0087.00,3272,0.023561604
PI614888,cq0087.00,3276,0.023590408
PI614888,cq0087.00,3291,0.023698423
PI614888,cq0087.00,3314,0.023864046
PI614888,cq0087.00,3315,0.023871246
PI614888,cq0087.00,3327,0.023957658
PI614888,cq0087.00,3328,0.023964859
PI614888,cq0087.00,3330,0.023979261
PI614888,cq0087.00,3333,0.024000864
PI614888,cq0087.00,3350,0.024123281
PI614888,cq0087.00,3357,0.024173688
PI614888,cq0087.00,3366,0.024238496
PI614888,cq0087.00,3369,0.024260099
PI614888,cq0087.00,3369,0.024260099
PI614888,cq0087.00,3371,0.024274501
PI614888,cq0087.00,3385,0.024375315
PI614888,cq0087.00,3398,0.024468928
PI614888,cq0087.00,3412,0.024569741
PI614888,cq0087.00,3412,0.024569741
PI614888,cq0087.00,3418,0.024612947
PI614888,cq0087.00,3421,0.02463455
PI614888,cq0087.00,3423,0.024648952
PI614888,cq0087.00,3439,0.024764168
PI614888,cq0087.00,3475,0.025023403
PI614888,cq0087.00,3487,0.025109815
PI614888,cq0087.00,3504,0.025232232
PI614888,cq0087.00,3513,0.02529704
PI614888,cq0087.00,3515,0.025311442
PI614888,cq0087.00,3546,0.025534673
PI614888,cq0087.00,3550,0.025563477
PI614888,cq0087.00,3557,0.025613883
PI614888,cq0087.00,3573,0.025729099
PI614888,cq0087.00,3581,0.025786707
PI614888,cq0087.00,3593,0.025873119
PI614888,cq0087.00,3597,0.025901923
PI614888,cq0087.00,3602,0.025937928
PI614888,cq0087.00,3670,0.026427594
PI614888,cq0087.00,3690,0.026571614
PI614888,cq0087.00,3697,0.026622021
PI614888,cq0087.00,3703,0.026665226
PI614888,cq0087.00,3730,0.026859653
PI614888,cq0087.00,3739,0.026924462
PI614888,cq0087.00,3742,0.026946065
PI614888,cq0087.00,3750,0.027003672
PI614888,cq0087.00,3752,0.027018074
PI614888,cq0087.00,3768,0.02713329
PI614888,cq0087.00,3778,0.0272053
PI614888,cq0087.00,3798,0.02734932
PI614888,cq0087.00,3840,0.027651761
PI614888,cq0087.00,3844,0.027680565
PI614888,cq0087.00,3848,0.027709368
PI614888,cq0087.00,3857,0.027774177
PI614888,cq0087.00,3915,0.028191834
PI614888,cq0087.00,3936,0.028343055
PI614888,cq0087.00,3977,0.028638295
PI614888,cq0087.00,4025,0.028983942
PI614888,cq0087.00,4027,0.028998344
PI614888,cq0087.00,4041,0.029099157
PI614888,cq0087.00,4052,0.029178368
PI614888,cq0087.00,4144,0.029840858
PI614888,cq0087.00,4152,0.029898466
PI614888,cq0087.00,4182,0.030114496
PI614888,cq0087.00,4198,0.030229711
PI614888,cq0087.00,4240,0.030532152
PI614888,cq0087.00,4315,0.031072226
PI614888,cq0087.00,4363,0.031417873
PI614888,cq0087.00,4378,0.031525888
PI614888,cq0087.00,4389,0.031605098
PI614888,cq0087.00,4445,0.032008353
PI614888,cq0087.00,4560,0.032836466
PI614888,cq0087.00,4562,0.032850868
PI614888,cq0087.00,5027,0.036199323
PI614889,cq0088.00,1799,0.012954562
PI614889,cq0088.00,2349,0.0169151
PI614889,cq0088.00,2538,0.018276086
PI614889,cq0088.00,2669,0.019219414
PI614889,cq0088.00,2721,0.019593865
PI614889,cq0088.00,2725,0.019622669
PI614889,cq0088.00,2772,0.019961115
PI614889,cq0088.00,2838,0.020436379
PI614889,cq0088.00,2925,0.021062865
PI614889,cq0088.00,3209,0.023107943
PI614889,cq0088.00,3225,0.023223158
PI614889,cq0088.00,3290,0.023691222
PI614889,cq0088.00,3321,0.023914452
PI614889,cq0088.00,3349,0.02411608
PI614889,cq0088.00,3416,0.024598545
PI614889,cq0088.00,3463,0.024936991
PI614889,cq0088.00,3479,0.025052207
PI614889,cq0088.00,3502,0.02521783
PI614889,cq0088.00,3519,0.025340246
PI614889,cq0088.00,3579,0.025772305
PI614889,cq0088.00,3615,0.02603154
PI614889,cq0088.00,3702,0.026658025
PI614889,cq0088.00,3704,0.026672427
PI614889,cq0088.00,3725,0.026823648
PI614889,cq0088.00,3740,0.026931663
PI614889,cq0088.00,3766,0.027118888
PI614889,cq0088.00,3774,0.027176496
PI614889,cq0088.00,3814,0.027464535
PI614889,cq0088.00,3822,0.027522143
PI614889,cq0088.00,3853,0.027745373
PI614889,cq0088.00,3909,0.028148628
PI614889,cq0088.00,3914,0.028184633
PI614889,cq0088.00,3942,0.028386261
PI614889,cq0088.00,3959,0.028508677
PI614889,cq0088.00,3976,0.028631094
PI614889,cq0088.00,4027,0.028998344
PI614889,cq0088.00,4114,0.029624829
PI614889,cq0088.00,4125,0.02970404
PI614889,cq0088.00,4133,0.029761648
PI614889,cq0088.00,4180,0.030100094
PI614889,cq0088.00,4209,0.030308922
PI614889,cq0088.00,4216,0.030359329
PI614889,cq0088.00,4231,0.030467344
PI614889,cq0088.00,4297,0.030942608
PI614889,cq0088.00,4385,0.031576294
PI614889,cq0088.00,4412,0.031770721
PI614889,cq0088.00,4417,0.031806726
PI614889,cq0088.00,4428,0.031885936
PI614889,cq0088.00,4468,0.032173976
PI614889,cq0088.00,4480,0.032260387
PI614889,cq0088.00,4581,0.032987686
PI614889,cq0088.00,4623,0.033290127
PI614889,cq0088.00,4624,0.033297328
PI614889,cq0088.00,4674,0.033657377
PI614889,cq0088.00,4706,0.033887809
PI614889,cq0088.00,4718,0.03397422
PI614889,cq0088.00,4719,0.033981421
PI614889,cq0088.00,4767,0.034327068
PI614889,cq0088.00,4801,0.034571902
PI614889,cq0088.00,4813,0.034658314
PI614889,cq0088.00,4823,0.034730323
PI614889,cq0088.00,4850,0.03492475
PI614889,cq0088.00,4888,0.035198387
PI614889,cq0088.00,4929,0.035493627
PI614889,cq0088.00,4931,0.035508029
PI614889,cq0088.00,4964,0.035745661
PI614889,cq0088.00,5048,0.036350544
PI614889,cq0088.00,5049,0.036357745
PI614889,cq0088.00,5064,0.036465759
PI614889,cq0088.00,5111,0.036804205
PI614901,cq0089.00,2465,0.017750414
PI614901,cq0089.00,2967,0.021365306
PI614901,cq0089.00,3115,0.022431051
PI614901,cq0089.00,3259,0.023467992
PI614901,cq0089.00,3278,0.02360481
PI614901,cq0089.00,3469,0.024980197
PI614901,cq0089.00,3592,0.025865918
PI614901,cq0089.00,3809,0.02742853
PI614901,cq0089.00,3871,0.027874991
PI614901,cq0089.00,3918,0.028213437
PI614901,cq0089.00,4128,0.029725643
PI614901,cq0089.00,4180,0.030100094
PI614901,cq0089.00,4212,0.030330525
PI614901,cq0089.00,4225,0.030424138
PI614901,cq0089.00,4250,0.030604162
PI614901,cq0089.00,4282,0.030834594
PI614901,cq0089.00,4329,0.03117304
PI614901,cq0089.00,4334,0.031209044
PI614901,cq0089.00,4363,0.031417873
PI614901,cq0089.00,4395,0.031648304
PI614901,cq0089.00,4398,0.031669907
PI614901,cq0089.00,4476,0.032231583
PI614901,cq0089.00,4482,0.032274789
PI614901,cq0089.00,4513,0.03249802
PI614901,cq0089.00,4521,0.032555628
PI614901,cq0089.00,4538,0.032678044
PI614901,cq0089.00,4598,0.033110103
PI614901,cq0089.00,4612,0.033210917
PI614901,cq0089.00,4621,0.033275725
PI614901,cq0089.00,4731,0.034067833
PI614901,cq0089.00,4753,0.034226255
PI614901,cq0089.00,4754,0.034233456
PI614901,cq0089.00,4758,0.03426226
PI614901,cq0089.00,4763,0.034298265
PI614901,cq0089.00,4806,0.034607907
PI614901,cq0089.00,4838,0.034838338
PI614901,cq0089.00,4874,0.035097573
PI614901,cq0089.00,4892,0.035227191
PI614901,cq0089.00,4899,0.035277598
PI614901,cq0089.00,4944,0.035601642
PI614901,cq0089.00,4988,0.035918485
PI614901,cq0089.00,5078,0.036566573
PI614901,cq0089.00,5093,0.036674588
PI614901,cq0089.00,5097,0.036703392
PI614901,cq0089.00,5123,0.036890617
PI614901,cq0089.00,5137,0.036991431
PI614901,cq0089.00,5159,0.037149852
PI614901,cq0089.00,5162,0.037171455
PI614901,cq0089.00,5170,0.037229063
PI614901,cq0089.00,5195,0.037409088
PI614901,cq0089.00,5203,0.037466695
PI614901,cq0089.00,5210,0.037517102
PI614901,cq0089.00,5234,0.037689926
PI614901,cq0089.00,5262,0.037891553
PI614901,cq0089.00,5292,0.038107583
PI614901,cq0089.00,5303,0.038186793
PI614901,cq0089.00,5361,0.03860445
PI614901,cq0089.00,5377,0.038719666
PI614901,cq0089.00,5380,0.038741269
PI614901,cq0089.00,5400,0.038885288
PI614901,cq0089.00,5408,0.038942896
PI614901,cq0089.00,5423,0.039050911
PI614901,cq0089.00,5499,0.039598185
PI614901,cq0089.00,5512,0.039691798
PI614901,cq0089.00,5564,0.040066249
PI614901,cq0089.00,5641,0.040620724
PI614901,cq0089.00,5645,0.040649528
PI614901,cq0089.00,5651,0.040692734
PI614901,cq0089.00,5700,0.041045582
PI614901,cq0089.00,5720,0.041189602
PI614901,cq0089.00,5774,0.041578455
PI614901,cq0089.00,5780,0.041621661
PI614901,cq0089.00,5793,0.041715273
PI614901,cq0089.00,5796,0.041736876
PI614901,cq0089.00,5839,0.042046518
PI614901,cq0089.00,5885,0.042377763
PI614901,cq0089.00,5903,0.042507381
PI614901,cq0089.00,6007,0.043256283
PI614901,cq0089.00,6063,0.043659538
PI614901,cq0089.00,6159,0.044350832
PI614901,cq0089.00,6385,0.045978253
PI614901,cq0089.00,6736,0.048505797
PI614902,cq0090.00,2884,0.020767624
PI614902,cq0090.00,3305,0.023799237
PI614902,cq0090.00,3576,0.025750702
PI614902,cq0090.00,3620,0.026067545
PI614902,cq0090.00,3658,0.026341182
PI614902,cq0090.00,3817,0.027486138
PI614902,cq0090.00,3924,0.028256643
PI614902,cq0090.00,3954,0.028472672
PI614902,cq0090.00,4120,0.029668035
PI614902,cq0090.00,4168,0.030013682
PI614902,cq0090.00,4174,0.030056888
PI614902,cq0090.00,4233,0.030481746
PI614902,cq0090.00,4249,0.030596961
PI614902,cq0090.00,4251,0.030611363
PI614902,cq0090.00,4297,0.030942608
PI614902,cq0090.00,4339,0.031245049
PI614902,cq0090.00,4430,0.031900338
PI614902,cq0090.00,4486,0.032303593
PI614902,cq0090.00,4514,0.032505221
PI614902,cq0090.00,4658,0.033542162
PI614902,cq0090.00,4684,0.033729387
PI614902,cq0090.00,4730,0.034060632
PI614902,cq0090.00,4740,0.034132642
PI614902,cq0090.00,4752,0.034219054
PI614902,cq0090.00,4770,0.034348671
PI614902,cq0090.00,4806,0.034607907
PI614902,cq0090.00,4807,0.034615108
PI614902,cq0090.00,4886,0.035183985
PI614902,cq0090.00,4928,0.035486426
PI614902,cq0090.00,4960,0.035716857
PI614902,cq0090.00,4981,0.035868078
PI614902,cq0090.00,5031,0.036228127
PI614902,cq0090.00,5055,0.036400951
PI614902,cq0090.00,5062,0.036451357
PI614902,cq0090.00,5090,0.036652985
PI614902,cq0090.00,5128,0.036926622
PI614902,cq0090.00,5195,0.037409088
PI614902,cq0090.00,5216,0.037560308
PI614902,cq0090.00,5237,0.037711529
PI614902,cq0090.00,5244,0.037761936
PI614902,cq0090.00,5290,0.038093181
PI614902,cq0090.00,5333,0.038402823
PI614902,cq0090.00,5336,0.038424426
PI614902,cq0090.00,5391,0.03882048
PI614902,cq0090.00,5408,0.038942896
PI614902,cq0090.00,5411,0.038964499
PI614902,cq0090.00,5430,0.039101318
PI614902,cq0090.00,5443,0.039194931
PI614902,cq0090.00,5472,0.039403759
PI614902,cq0090.00,5487,0.039511774
PI614902,cq0090.00,5495,0.039569381
PI614902,cq0090.00,5560,0.040037445
PI614902,cq0090.00,5564,0.040066249
PI614902,cq0090.00,5633,0.040563117
PI614902,cq0090.00,5691,0.040980773
PI614902,cq0090.00,5694,0.041002376
PI614902,cq0090.00,5727,0.041240009
PI614902,cq0090.00,5753,0.041427234
PI614902,cq0090.00,5771,0.041556852
PI614902,cq0090.00,5772,0.041564053
PI614902,cq0090.00,5802,0.041780082
PI614902,cq0090.00,5816,0.041880896
PI614902,cq0090.00,5838,0.042039317
PI614902,cq0090.00,6107,0.043976381
PI614902,cq0090.00,6162,0.044372435
PI614903,cq0091.00,3329,0.02397206
PI614903,cq0091.00,3688,0.026557212
PI614903,cq0091.00,4030,0.029019947
PI614903,cq0091.00,4054,0.02919277
PI614903,cq0091.00,4084,0.0294088
PI614903,cq0091.00,4187,0.0301505
PI614903,cq0091.00,4249,0.030596961
PI614903,cq0091.00,4271,0.030755383
PI614903,cq0091.00,4299,0.03095701
PI614903,cq0091.00,4306,0.031007417
PI614903,cq0091.00,4332,0.031194642
PI614903,cq0091.00,4333,0.031201843
PI614903,cq0091.00,4385,0.031576294
PI614903,cq0091.00,4396,0.031655505
PI614903,cq0091.00,4417,0.031806726
PI614903,cq0091.00,4435,0.031936343
PI614903,cq0091.00,4442,0.03198675
PI614903,cq0091.00,4477,0.032238784
PI614903,cq0091.00,4518,0.032534025
PI614903,cq0091.00,4519,0.032541226
PI614903,cq0091.00,4531,0.032627637
PI614903,cq0091.00,4538,0.032678044
PI614903,cq0091.00,4590,0.033052495
PI614903,cq0091.00,4592,0.033066897
PI614903,cq0091.00,4615,0.03323252
PI614903,cq0091.00,4619,0.033261324
PI614903,cq0091.00,4621,0.033275725
PI614903,cq0091.00,4624,0.033297328
PI614903,cq0091.00,4630,0.033340534
PI614903,cq0091.00,4642,0.033426946
PI614903,cq0091.00,4653,0.033506157
PI614903,cq0091.00,4685,0.033736588
PI614903,cq0091.00,4692,0.033786995
PI614903,cq0091.00,4774,0.034377475
PI614903,cq0091.00,4782,0.034435083
PI614903,cq0091.00,4802,0.034579103
PI614903,cq0091.00,4806,0.034607907
PI614903,cq0091.00,4816,0.034679916
PI614903,cq0091.00,4829,0.034773529
PI614903,cq0091.00,4834,0.034809534
PI614903,cq0091.00,4856,0.034967956
PI614903,cq0091.00,4877,0.035119176
PI614903,cq0091.00,4884,0.035169583
PI614903,cq0091.00,4893,0.035234392
PI614903,cq0091.00,4925,0.035464823
PI614903,cq0091.00,4948,0.035630446
PI614903,cq0091.00,4953,0.035666451
PI614903,cq0091.00,4981,0.035868078
PI614903,cq0091.00,5015,0.036112911
PI614903,cq0091.00,5035,0.036256931
PI614903,cq0091.00,5041,0.036300137
PI614903,cq0091.00,5057,0.036415352
PI614903,cq0091.00,5163,0.037178656
PI614903,cq0091.00,5171,0.037236264
PI614903,cq0091.00,5249,0.037797941
PI614903,cq0091.00,5263,0.037898754
PI614903,cq0091.00,5283,0.038042774
PI614903,cq0091.00,5294,0.038121985
PI614903,cq0091.00,5301,0.038172391
PI614903,cq0091.00,5314,0.038266004
PI614903,cq0091.00,5328,0.038366818
PI614903,cq0091.00,5337,0.038431627
PI614903,cq0091.00,5340,0.03845323
PI614903,cq0091.00,5384,0.038770073
PI614903,cq0091.00,5394,0.038842083
PI614903,cq0091.00,5432,0.03911572
PI614903,cq0091.00,5452,0.039259739
PI614903,cq0091.00,5493,0.039554979
PI614903,cq0091.00,5567,0.040087852
PI614903,cq0091.00,5588,0.040239073
PI614903,cq0091.00,5597,0.040303881
PI614903,cq0091.00,5607,0.040375891
PI614903,cq0091.00,5637,0.040591921
PI614903,cq0091.00,5664,0.040786347
PI614903,cq0091.00,5681,0.040908764
PI614903,cq0091.00,5684,0.040930367
PI614903,cq0091.00,5709,0.041110391
PI614903,cq0091.00,5714,0.041146396
PI614903,cq0091.00,5728,0.04124721
PI614903,cq0091.00,5785,0.041657665
PI614903,cq0091.00,6036,0.043465111
PI614903,cq0091.00,6674,0.048059336
PI614904,cq0092.00,2868,0.020652409
PI614904,cq0092.00,4357,0.031374667
PI614904,cq0092.00,4510,0.032476417
PI614904,cq0092.00,4694,0.033801397
PI614904,cq0092.00,4914,0.035385612
PI614904,cq0092.00,4952,0.03565925
PI614904,cq0092.00,5133,0.036962627
PI614904,cq0092.00,5273,0.037970764
PI614904,cq0092.00,5344,0.038482034
PI614904,cq0092.00,5380,0.038741269
PI614904,cq0092.00,5504,0.03963419
PI614904,cq0092.00,5525,0.039785411
PI614904,cq0092.00,5642,0.040627925
PI614904,cq0092.00,5661,0.040764744
PI614904,cq0092.00,5713,0.041139195
PI614904,cq0092.00,5750,0.041405631
PI614904,cq0092.00,5797,0.041744077
PI614904,cq0092.00,5797,0.041744077
PI614904,cq0092.00,5821,0.041916901
PI614904,cq0092.00,5830,0.04198171
PI614904,cq0092.00,5832,0.041996111
PI614904,cq0092.00,5837,0.042032116
